accession	entry_name	protein_names	gene_names	organism	sequence_source	keywords	go_ids	ligand_chebis	decision	reason
A0A0D9SDR2	A0A0D9SDR2_CHLSB	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	GPER1	Chlorocebus sabaeus (Green monkey) (Simia sabaea)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0030659;GO:0005829;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0098686;GO:0045095;GO:0031966;GO:0005635;GO:0005730;GO:0005654;GO:0048471;GO:0014069;GO:0055037;GO:0005802;GO:0003682;GO:0004930;GO:0030284;GO:1990239;GO:0007189;GO:0006915;GO:0030154;GO:0071392;GO:0071333;GO:0071375;GO:0071356;GO:0050804;GO:0010948;GO:0070373;GO:0045599;GO:0010629;GO:0050728;GO:0002695;GO:0051055;GO:0051898;GO:1904706;GO:0007399;GO:2000724;GO:0030335;GO:0008284;GO:0007204;GO:0045742;GO:0070374;GO:0045745;GO:0010628;GO:0032962;GO:0032024;GO:0050769;GO:0051897;GO:1903078;GO:0051281;GO:0045944;GO:0070474		KEEP	GO sterane-specific: ['GO:1990239']
A0A0F8AKS6	A0A0F8AKS6_LARCR	Protein smoothened	D5F01_LYC20389	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A0G2JU23	A0A0G2JU23_RAT	Apolipoprotein A-I	Apoa1	Rattus norvegicus (Rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0153;KW-0345;KW-0443;KW-0445;KW-0449;KW-0558;KW-0564;KW-1267;KW-1185;KW-0677;KW-0964;KW-0732;KW-0753;KW-1207;KW-0813	GO:0030139;GO:0034366;GO:0034361;GO:0001540;GO:0034191;GO:0045499;GO:0015485;GO:0120020;GO:0019899;GO:0031072;GO:0070653;GO:0042802;GO:0060228;GO:0005543;GO:0034205;GO:0071402;GO:0033344;GO:0042632;GO:0070508;GO:0008203;GO:0007186;GO:0034380;GO:0034375;GO:0007229;GO:0042157;GO:0060354;GO:0002719;GO:0034115;GO:0050728;GO:0032691;GO:0010804;GO:0010903;GO:0006656;GO:0033700;GO:0055091;GO:0010875;GO:0090205;GO:0050766;GO:1902995;GO:0035025;GO:0051496;GO:1900026;GO:0050821;GO:0032489;GO:0043691;GO:0070328;GO:0051180		KEEP	GO sterane-specific: ['GO:0015485']
A0A0G2JYI3	A0A0G2JYI3_RAT	Protein smoothened	Smo	Rattus norvegicus (Rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0097731;GO:0005901;GO:0005814;GO:0060170;GO:0005783;GO:0005793;GO:0005794;GO:0005770;GO:0004862;GO:0004930;GO:0008142;GO:0005113;GO:0034236;GO:0140311;GO:0071397;GO:0060242;GO:0003140;GO:0048589;GO:0048853;GO:0001947;GO:0072285;GO:0007494;GO:0043066;GO:0045892;GO:0010629;GO:0001649;GO:0090190;GO:0030335;GO:0045893;GO:0010628;GO:0040018;GO:2000179;GO:0046622;GO:0050678;GO:2000826;GO:0048745;GO:0007224;GO:0061053;GO:0021513;GO:0007371		KEEP	KW-0675 steroid hormone receptor
A0A0G2K0D4	A0A0G2K0D4_RAT	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	Esr1	Rattus norvegicus (Rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0238;KW-0446;KW-0479;KW-0539;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005737;GO:0000791;GO:0005634;GO:0005886;GO:0032991;GO:0071889;GO:0051117;GO:0008013;GO:0003682;GO:0001228;GO:0034056;GO:0042802;GO:0030284;GO:0030331;GO:0019901;GO:0005496;GO:0017025;GO:0001093;GO:0001223;GO:0001222;GO:0008270;GO:0071392;GO:0030520;GO:0043124;GO:0010629;GO:1902894;GO:0000122;GO:0071168;GO:0043627;GO:0051123;GO:0048863		KEEP	KW-0675 steroid hormone receptor
A0A0G2K6D2	A0A0G2K6D2_RAT	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14)	Nr1h4	Rattus norvegicus (Rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0010;KW-0238;KW-0391;KW-0395;KW-0399;KW-1017;KW-0479;KW-0488;KW-0539;KW-0597;KW-1267;KW-0675;KW-1185;KW-0678;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000791;GO:0016607;GO:0043235;GO:0038186;GO:1902122;GO:0001228;GO:0046965;GO:0000978;GO:0001221;GO:0008270;GO:0008206;GO:0007043;GO:1903413;GO:0071398;GO:0071222;GO:0042632;GO:0042742;GO:0006351;GO:0055089;GO:0006954;GO:0045087;GO:0001678;GO:0035356;GO:0043066;GO:0043124;GO:0050728;GO:0032692;GO:0032703;GO:0032715;GO:0071638;GO:0000122;GO:0032720;GO:0010804;GO:0032689;GO:0038185;GO:1904179;GO:2001250;GO:0046628;GO:0035774;GO:0032740;GO:1905695;GO:0010988;GO:0034162		KEEP	GO sterane-specific: ['GO:0038186']
A0A0G2LB85	A0A0G2LB85_MUSPF	Apolipoprotein A-I (Apolipoprotein A1)	APOA1	Mustela putorius furo (European domestic ferret) (Mustela furo)	UniProt accession (from Rhea steroid-reaction query — corpus seed)				KEEP_BY_NAME	sterane — APOA1 shuttles cholesterol
A0A0J9TU48	A0A0J9TU48_DROSI	Ecdysone receptor (20-hydroxy-ecdysone receptor) (EcRH) (Ecdysteroid receptor) (Nuclear receptor subfamily 1 group H member 1)	Dsim\GD10334 Dsimw501_GD10334	Drosophila simulans (Fruit fly)	UniProt accession (from Rhea steroid-reaction query — corpus seed)				KEEP_BY_NAME	sterane — ecdysone has sterane core
A0A0P6JFC1	A0A0P6JFC1_HETGA	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (Membrane estrogen receptor)	GPER Gper1	Heterocephalus glaber (Naked mole rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0030659;GO:0005829;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0098686;GO:0045095;GO:0031966;GO:0005635;GO:0005730;GO:0005654;GO:0048471;GO:0014069;GO:0055037;GO:0005802;GO:0003682;GO:0004930;GO:0030284;GO:1990239;GO:0007189;GO:0006915;GO:0030154;GO:0071392;GO:0071333;GO:0071375;GO:0071356;GO:0050804;GO:0010948;GO:0070373;GO:0045599;GO:0010629;GO:0050728;GO:0002695;GO:0051055;GO:0051898;GO:1904706;GO:0007399;GO:2000724;GO:0030335;GO:0008284;GO:0007204;GO:0045742;GO:0070374;GO:0045745;GO:0010628;GO:0032962;GO:0032024;GO:0050769;GO:0051897;GO:1903078;GO:0051281;GO:0045944;GO:0070474		KEEP	GO sterane-specific: ['GO:1990239']
A0A0S2Z3W6	A0A0S2Z3W6_HUMAN	Sodium/potassium-transporting ATPase subunit alpha	ATP1A2	Homo sapiens (Human)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0005901;GO:0009986;GO:0043197;GO:0005783;GO:0005768;GO:0014704;GO:0043025;GO:0005890;GO:0030315;GO:0005524;GO:0016887;GO:0046872;GO:0005391;GO:0046982;GO:1990239;GO:0008015;GO:0007154;GO:0071260;GO:0071383;GO:0030003;GO:0035641;GO:1903170;GO:1902600;GO:0086004;GO:0010996;GO:1903416;GO:0035094	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A0U5ENW9	A0A0U5ENW9_ANGAN	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	gperb ANANG_G00039450	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0004930;GO:0030284;GO:0005496;GO:0006915;GO:0030154;GO:0071392;GO:0051447;GO:1900194;GO:0007399		KEEP	KW-0675 steroid hormone receptor
A0A0U5JBA0	A0A0U5JBA0_ANGAN	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	gpera ANANG_G00285710	Anguilla anguilla (European freshwater eel) (Muraena anguilla)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0004930;GO:0030284;GO:0005496;GO:0006915;GO:0030154;GO:0071392;GO:0051447;GO:1900194;GO:0007399		KEEP	KW-0675 steroid hormone receptor
A0A1A7Z9L8	A0A1A7Z9L8_NOTFU	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	GPER GPER1 G4P62_004886	Nothobranchius furzeri (Turquoise killifish)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A1A8A0V0	A0A1A8A0V0_NOTFU	Protein smoothened	SMO smo G4P62_000955	Nothobranchius furzeri (Turquoise killifish)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A1A8JIV9	A0A1A8JIV9_NOTKU	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	GPER	Nothobranchius kuhntae (Beira killifish)	UniProt accession (from Rhea steroid-reaction query — corpus seed)				KEEP_BY_NAME	sterane — estradiol binds sterane
A0A1D5P088	A0A1D5P088_CHICK	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Gallus gallus (Chicken)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0446;KW-0479;KW-0539;KW-1267;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0000785;GO:0005829;GO:0016607;GO:0005634;GO:0005886;GO:0032991;GO:0005497;GO:0051117;GO:0008013;GO:0003682;GO:0001228;GO:0034056;GO:0140693;GO:0004879;GO:0003707;GO:0070974;GO:0000979;GO:0001091;GO:0061629;GO:0005102;GO:0005496;GO:0001223;GO:0008270;GO:0030521;GO:0071391;GO:0071394;GO:0006351;GO:0030520;GO:0008584;GO:0140694;GO:0008285;GO:0000122;GO:0045597;GO:0008284;GO:0010628;GO:0045726;GO:1902895;GO:0045944;GO:0045945;GO:0007283		KEEP	GO sterane-specific: ['GO:0003707', 'GO:0005497']
A0A1D5P8D7	A0A1D5P8D7_CHICK	Protein smoothened	SMO	Gallus gallus (Chicken)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0097731;GO:0005901;GO:0005814;GO:0060170;GO:0005929;GO:0030425;GO:0005783;GO:0005793;GO:0005794;GO:0005770;GO:0005886;GO:0004862;GO:0004930;GO:0008142;GO:0005113;GO:0034236;GO:0140311;GO:0071397;GO:0007417;GO:0071679;GO:0060242;GO:0003140;GO:0048853;GO:0001947;GO:0072285;GO:0007494;GO:0045892;GO:0010629;GO:0007389;GO:0090190;GO:0030335;GO:0045893;GO:0010628;GO:0040018;GO:0046622;GO:2000826;GO:0048745;GO:0007224;GO:0061053;GO:0021513;GO:0007371		KEEP	KW-0675 steroid hormone receptor
A0A1D5PRD7	A0A1D5PRD7_CHICK	Glucocorticoid receptor (Nuclear receptor subfamily 3 group C member 1)	NR3C1	Gallus gallus (Chicken)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0156;KW-0963;KW-0206;KW-0238;KW-0446;KW-0479;KW-0496;KW-0539;KW-1267;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005813;GO:0000785;GO:0005737;GO:0005829;GO:0016020;GO:0005739;GO:0016607;GO:0005634;GO:0032991;GO:0005819;GO:0045202;GO:0001046;GO:0001228;GO:0001227;GO:0034056;GO:0051879;GO:0042802;GO:0004883;GO:0004879;GO:1990841;GO:0019901;GO:1990239;GO:0017025;GO:0008270;GO:0048708;GO:1904045;GO:0071386;GO:0071376;GO:0071549;GO:0071560;GO:0006325;GO:0006351;GO:0030252;GO:0014004;GO:0061744;GO:0150076;GO:0030518;GO:1902895;GO:0051459;GO:0006357;GO:0009408;GO:0060126;GO:0035249		KEEP	GO sterane-specific: ['GO:1990239']
A0A1D5QF05	A0A1D5QF05_MACMU	RAR related orphan receptor A	RORA	Macaca mulatta (Rhesus macaque)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0217;KW-0238;KW-0479;KW-0539;KW-0675;KW-1185;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005730;GO:0005654;GO:0005634;GO:0008013;GO:0004879;GO:0008142;GO:0000978;GO:0001223;GO:0001222;GO:0008270;GO:0001525;GO:0071456;GO:0036315;GO:0021930;GO:0042632;GO:0032922;GO:0006351;GO:0042692;GO:0043124;GO:0045599;GO:0050728;GO:0042753;GO:0045893;GO:0010575;GO:0010906;GO:0008589;GO:0019218;GO:0006357;GO:0072539;GO:0070328;GO:0006805		KEEP	KW-0675 steroid hormone receptor
A0A1D5QSK7	A0A1D5QSK7_MACMU	Patched 1	PTCH1	Macaca mulatta (Rhesus macaque)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0325;KW-0472;KW-0675;KW-1185;KW-0812;KW-1133	GO:0045177;GO:0005901;GO:0005929;GO:0005794;GO:0030496;GO:0048471;GO:0005886;GO:0015485;GO:0030332;GO:0097108;GO:0008158;GO:0008201;GO:0005113;GO:0044877;GO:0005119;GO:0007420;GO:0071397;GO:0035108;GO:0072205;GO:0051782;GO:0045668;GO:0045879;GO:0000122;GO:0021997;GO:0001841;GO:0021532;GO:0060037;GO:0010875;GO:0045893;GO:0072659;GO:0032880;GO:0007165;GO:0048745;GO:0061053		KEEP	GO sterane-specific: ['GO:0015485']
A0A1D5QUS6	A0A1D5QUS6_MACMU	Sodium/potassium-transporting ATPase subunit alpha	ATP1A1	Macaca mulatta (Rhesus macaque)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0016324;GO:0016323;GO:0016328;GO:0031090;GO:0014069;GO:0005890;GO:0036126;GO:0030315;GO:0005524;GO:0016887;GO:0046872;GO:0005391;GO:0016791;GO:0051087;GO:1990239;GO:0044325;GO:0071383;GO:0030007;GO:0006883;GO:0086009;GO:0007231;GO:1990573;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A1D8PPK1	EBP1_CANAL	Probable NADPH dehydrogenase (EC 1.6.99.1) (Estrogen-binding protein) (EBP)	EBP1 orf19.125 CAALFM_C601180CA	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0285;KW-0288;KW-0521;KW-0560;KW-1185	GO:0009986;GO:0000324;GO:0030446;GO:0099130;GO:0010181;GO:0042562;GO:0003959;GO:0005496;GO:0008202	CHEBI:13193;CHEBI:15378;CHEBI:17499;CHEBI:57783;CHEBI:58210;CHEBI:58349	KEEP_WEAK	GO:0005496 umbrella only (no vitD, no specific child)
A0A1Q1NPS6	A0A1Q1NPS6_GAMAF	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	Gper	Gambusia affinis (Western mosquitofish) (Heterandria affinis)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0004930;GO:0030284;GO:0005496;GO:0006915;GO:0030154;GO:0071392;GO:0051447;GO:1900194;GO:0007399		KEEP	KW-0675 steroid hormone receptor
A0A1S3FEP5	A0A1S3FEP5_DIPOR	Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14)	Nr1h4	Dipodomys ordii (Ord's kangaroo rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0010;KW-0238;KW-0391;KW-0395;KW-0399;KW-1017;KW-0479;KW-0488;KW-0539;KW-0597;KW-0675;KW-1185;KW-0678;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000791;GO:0016607;GO:0043235;GO:0090575;GO:0038186;GO:1902122;GO:0001228;GO:0046965;GO:0000978;GO:0001221;GO:0008270;GO:0008206;GO:0030154;GO:0007043;GO:1903413;GO:0071398;GO:0071222;GO:0042632;GO:0042742;GO:0006351;GO:0055089;GO:0006954;GO:0045087;GO:0001678;GO:0035356;GO:0043066;GO:0043124;GO:0050728;GO:0032692;GO:0032703;GO:0032715;GO:0071638;GO:0000122;GO:0032720;GO:0010804;GO:0032689;GO:0038185;GO:1904179;GO:2001250;GO:0046628;GO:0035774;GO:0032740;GO:1905695;GO:0010988;GO:0034162		KEEP	GO sterane-specific: ['GO:0038186']
A0A1S3FFL6	A0A1S3FFL6_DIPOR	Protein smoothened	Smo	Dipodomys ordii (Ord's kangaroo rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0097731;GO:0005901;GO:0005814;GO:0060170;GO:0030425;GO:0005783;GO:0005793;GO:0005794;GO:0005770;GO:0004862;GO:0004930;GO:0008142;GO:0005113;GO:0034236;GO:0140311;GO:0071397;GO:0071679;GO:0060242;GO:0003140;GO:0048853;GO:0001947;GO:0072285;GO:0007494;GO:0045892;GO:0010629;GO:0001649;GO:0090190;GO:0030335;GO:0045893;GO:0010628;GO:0040018;GO:2000179;GO:0046622;GO:0050678;GO:2000826;GO:0048745;GO:0007224;GO:0061053;GO:0021513;GO:0007371		KEEP	KW-0675 steroid hormone receptor
A0A1S3FG84	A0A1S3FG84_DIPOR	Caveolin	Cav1	Dipodomys ordii (Ord's kangaroo rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0333;KW-0449;KW-0472;KW-0564;KW-1185;KW-0812;KW-1133	GO:0002080;GO:0002095;GO:0005938;GO:0005929;GO:0005783;GO:0005768;GO:0005925;GO:0000139;GO:0048471;GO:0042383;GO:0051117;GO:0042802;GO:0070320;GO:0050998;GO:0008142;GO:0016504;GO:0046982;GO:0019901;GO:0030292;GO:0044877;GO:0030674;GO:0005102;GO:0031267;GO:0044325;GO:0038166;GO:0097190;GO:0060070;GO:0070836;GO:0072584;GO:0030154;GO:0071455;GO:0071218;GO:0038016;GO:2000811;GO:0090090;GO:0001937;GO:0060546;GO:0048550;GO:1901380;GO:0031397;GO:0000122;GO:0010524;GO:0043123;GO:0030335;GO:0010875;GO:0120162;GO:1904294;GO:2001238;GO:1903598;GO:0010628;GO:2001244;GO:0031398;GO:0010608;GO:0019065;GO:0030193;GO:0098909;GO:1901844;GO:0051480;GO:2000535;GO:0086091;GO:0098903;GO:1900027;GO:0098911;GO:0009617;GO:0051592;GO:0031295		REVIEW	free-text mentions steroid vocabulary but no formal annotation
A0A1S3FSD3	A0A1S3FSD3_DIPOR	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (Membrane estrogen receptor)	Gper1	Dipodomys ordii (Ord's kangaroo rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0030659;GO:0005829;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0098686;GO:0045095;GO:0031966;GO:0005635;GO:0005730;GO:0005654;GO:0048471;GO:0014069;GO:0055037;GO:0005802;GO:0003682;GO:0004930;GO:0030284;GO:1990239;GO:0007189;GO:0006915;GO:0030154;GO:0071392;GO:0071333;GO:0071375;GO:0071356;GO:0050804;GO:0010948;GO:0070373;GO:0045599;GO:0010629;GO:0050728;GO:0002695;GO:0051055;GO:0051898;GO:1904706;GO:0007399;GO:2000724;GO:0030335;GO:0008284;GO:0007204;GO:0045742;GO:0070374;GO:0045745;GO:0010628;GO:0032962;GO:0032024;GO:0050769;GO:0051897;GO:1903078;GO:0051281;GO:0045944;GO:0070474		KEEP	GO sterane-specific: ['GO:1990239']
A0A1S3GDE2	A0A1S3GDE2_DIPOR	Apolipoprotein A-II (Apolipoprotein A2)	Apoa2	Dipodomys ordii (Ord's kangaroo rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0345;KW-0445;KW-1185;KW-0964;KW-0732;KW-0813	GO:0042627;GO:0034366;GO:0034361;GO:0034190;GO:0015485;GO:0120020;GO:0019899;GO:0031072;GO:0008035;GO:0070653;GO:0055102;GO:0031210;GO:0060228;GO:0046982;GO:0042803;GO:0048018;GO:0071402;GO:0033344;GO:0042632;GO:0046340;GO:0034380;GO:0034384;GO:0034375;GO:0042157;GO:0034374;GO:0060621;GO:0002719;GO:0050995;GO:0010903;GO:0006656;GO:0009395;GO:0033700;GO:0032757;GO:0050996;GO:0050766;GO:0050821;GO:0009749;GO:0043691;GO:0034370		KEEP	GO sterane-specific: ['GO:0015485']
A0A1S3GR10	A0A1S3GR10_DIPOR	Protein patched homolog 1	Ptch1	Dipodomys ordii (Ord's kangaroo rat)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0325;KW-0472;KW-0675;KW-1185;KW-0812;KW-1133	GO:0045177;GO:0005901;GO:0005929;GO:0005794;GO:0030496;GO:0048471;GO:0015485;GO:0030332;GO:0097108;GO:0008158;GO:0008201;GO:0005113;GO:0044877;GO:0005119;GO:0007420;GO:0001709;GO:0071397;GO:0009957;GO:0035108;GO:0072205;GO:0051782;GO:0045668;GO:0045879;GO:0000122;GO:0021997;GO:0001841;GO:0021532;GO:0060037;GO:0010875;GO:0045893;GO:0045606;GO:0072659;GO:0032880;GO:0007165;GO:0048745;GO:0061053		KEEP	GO sterane-specific: ['GO:0015485']
A0A1S3NG24	A0A1S3NG24_SALSA	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	gper1 LOC106579224	Salmo salar (Atlantic salmon)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0004930;GO:0030284;GO:0005496;GO:0006915;GO:0030154;GO:0071392;GO:0051447;GO:1900194;GO:0007399		KEEP	KW-0675 steroid hormone receptor
