i	j	len_i	len_j	identity
23088	22187	378	341	0.38461538461538464
11474	30449	345	411	0.25
31361	11945	1200	555	0.5086042065009561
8837	4135	361	258	0.26356589147286824
29994	2423	1325	548	0.4
19231	13211	564	1508	0.29310344827586204
2870	13072	1492	164	0.16666666666666666
2746	20682	451	945	0.2185792349726776
20321	33776	270	363	0.2676056338028169
26098	31024	347	1515	0.2857142857142857
16601	2399	478	466	0.25396825396825395
12524	18750	1508	514	0.36666666666666664
23394	3132	288	475	0.2857142857142857
21753	17905	1323	190	0.2564102564102564
8157	24118	392	1215	0.1958041958041958
28636	26215	500	501	0.35445544554455444
28818	25339	345	487	0.42857142857142855
22219	12243	493	377	0.29310344827586204
32519	32605	348	277	0.23397435897435898
24074	34031	512	788	0.22
17479	5414	524	352	0.391304347826087
27820	5172	550	340	0.34615384615384615
28220	11826	414	1327	0.4
19252	21050	348	260	0.3055555555555556
6723	5247	533	507	0.26037735849056604
21490	19375	253	598	0.375
20086	29223	282	509	0.3888888888888889
27925	10921	849	251	0.4375
29091	23038	367	734	0.25
29303	2775	528	717	0.30952380952380953
23105	28504	1238	349	0.24444444444444444
17993	3759	292	350	0.10526315789473684
4917	26621	221	1509	0.27884615384615385
23809	33625	1218	1020	0.30434782608695654
10484	2040	416	646	0.35294117647058826
9357	28716	551	431	0.42105263157894735
2280	8272	440	494	0.19469026548672566
4406	15466	415	448	0.2909090909090909
24007	23733	524	736	0.25757575757575757
25090	2122	860	322	0.3191489361702128
10055	29486	460	515	0.2602739726027397
24311	24380	478	576	0.21818181818181817
29094	5038	430	234	0.34782608695652173
9023	34698	576	521	0.3076923076923077
24048	26085	1380	1268	0.3159163987138264
20603	18264	1533	466	0.37037037037037035
16358	7434	293	310	0.24615384615384617
1698	12192	524	394	0.42105263157894735
32705	33930	464	595	0.2916666666666667
25361	7717	456	486	0.42857142857142855
17155	17058	1326	489	0.325
29246	14062	554	482	0.7272727272727273
18715	32191	1109	294	0.29411764705882354
13118	8037	448	288	0.37037037037037035
8895	4853	356	450	0.25
29625	11315	456	513	0.21074380165289255
29170	5753	415	796	0.41379310344827586
20944	22768	522	513	0.3225806451612903
4255	19029	547	509	0.2894736842105263
19657	10322	855	342	0.20224719101123595
11409	23690	854	320	0.2631578947368421
33341	14695	1171	394	0.5555555555555556
7953	13171	1276	165	0.38235294117647056
9101	15514	660	292	0.2641509433962264
32376	1722	261	736	0.3053097345132743
23651	24176	1325	243	0.22346368715083798
30631	8504	1537	1203	0.3296783625730994
5650	4308	1544	524	0.22
20269	26093	346	552	0.4090909090909091
31369	34451	1261	355	0.3157894736842105
26921	26832	520	558	0.3333333333333333
4833	8213	524	510	0.2676056338028169
20776	4860	431	263	0.17142857142857143
29489	30528	498	346	0.4
33905	22578	178	312	0.2413793103448276
8410	11925	491	508	0.22580645161290322
8456	28352	330	890	0.5454545454545454
32955	3631	178	358	0.2826086956521739
8137	33954	474	523	0.22916666666666666
10028	19931	413	547	0.3235294117647059
10790	10614	866	808	0.32608695652173914
21145	14776	1330	1287	0.23632038065027755
22676	34006	736	595	0.5
18615	5168	1293	562	0.24561403508771928
16423	12864	648	331	0.2608695652173913
17986	8203	506	1283	0.24719101123595505
19845	34962	1348	673	0.1926605504587156
6122	32936	650	772	0.2
11051	10105	347	297	0.23404255319148937
11219	22126	370	498	0.45
2699	1859	507	619	0.45
5323	2979	1322	772	0.2459016393442623
17344	13815	1328	448	0.23958333333333334
27301	1984	510	493	0.27314814814814814
32639	18983	518	1209	0.3116883116883117
19798	31650	500	295	0.26153846153846155
16048	26613	293	164	0.3
19492	29723	1152	528	0.3333333333333333
4782	3926	356	737	0.21621621621621623
10359	28809	503	558	0.6
27238	31735	499	411	0.46153846153846156
30437	13370	516	505	0.4375
22294	9415	1306	1297	0.22892561983471074
20485	20926	868	525	0.4
22634	26130	309	291	0.22627737226277372
8569	24283	508	628	0.3333333333333333
33749	6958	179	599	0.2711864406779661
20913	15842	565	839	0.38461538461538464
30570	8029	552	396	0.8
17529	29464	161	299	0.5384615384615384
16247	9232	1294	569	0.34782608695652173
6344	3316	1206	615	0.3333333333333333
19019	25175	516	234	0.23636363636363636
27402	16270	283	1504	0.2727272727272727
10466	21458	529	257	0.5384615384615384
20494	12440	1493	1517	0.6688654353562006
10442	32654	368	588	0.3103448275862069
33733	30593	178	371	0.2302158273381295
32686	20220	503	464	0.259825327510917
32595	1518	256	545	0.29545454545454547
5901	25771	222	411	0.75
33124	29965	368	502	0.4230769230769231
15776	14099	365	328	0.35714285714285715
23127	3188	474	261	0.2894736842105263
3312	18438	1215	246	0.23404255319148937
32433	30840	511	518	0.45454545454545453
18726	535	583	550	0.27380952380952384
7044	28241	1301	256	0.2916666666666667
8777	17332	1230	899	0.2571428571428571
23971	26427	564	534	0.25925925925925924
23982	2965	1260	433	0.22772277227722773
26252	3352	510	276	0.24489795918367346
12756	23758	192	728	0.39473684210526316
18913	4818	539	475	0.23443983402489627
25319	33046	536	1448	0.2926829268292683
29514	18331	227	1397	0.2413793103448276
7786	8432	582	499	0.3333333333333333
6336	25814	1273	259	0.3283582089552239
24457	22222	564	513	0.3125
23960	9454	501	531	0.23684210526315788
13045	33365	484	375	0.2777777777777778
26305	32773	1329	503	0.23770491803278687
2638	2969	355	302	0.2777777777777778
2550	8980	509	1306	0.35294117647058826
21826	31047	1329	626	0.3548387096774194
34034	29949	747	661	0.20833333333333334
9760	33784	416	621	0.5
9160	21493	505	540	0.4666666666666667
20875	10649	789	461	0.4
25752	19610	1298	204	0.35
22044	33247	467	238	0.3888888888888889
33404	34887	793	1311	0.29411764705882354
32102	19647	736	1292	0.24347826086956523
31122	1090	334	129	0.42857142857142855
24140	21708	883	494	0.5333333333333333
7183	27298	1215	521	0.3103448275862069
20163	1746	555	535	0.28
31102	17401	179	539	0.42424242424242425
14912	3365	315	547	0.3225806451612903
31486	11174	496	342	0.3157894736842105
34356	24916	561	502	0.25
9684	15872	1467	453	0.3548387096774194
2069	7202	504	391	0.23529411764705882
12503	1241	448	885	0.28888888888888886
28903	20558	513	522	0.252465483234714
27445	9924	1296	533	0.3076923076923077
27063	13362	316	452	0.4
26894	32887	584	816	0.36666666666666664
30907	4081	415	512	0.2571428571428571
9049	33992	1273	1021	0.4444444444444444
13588	21302	192	238	0.36666666666666664
31350	34437	495	277	0.25
24695	20562	478	345	0.27631578947368424
11349	30124	698	346	0.2222222222222222
34939	22434	565	292	0.42105263157894735
23218	17325	1144	360	0.2857142857142857
31731	12600	469	218	0.7142857142857143
16155	18284	479	465	0.36363636363636365
19562	14736	856	243	0.2033898305084746
19504	18940	1122	1541	0.2223168654173765
13584	32047	556	328	0.5
20777	31444	440	518	0.20512820512820512
22859	17921	528	853	0.2777777777777778
18860	7987	835	917	0.6811955168119551
24883	25856	253	552	0.5
22618	9599	473	261	0.2391304347826087
19035	2756	1039	521	0.5
18850	5179	986	368	0.3488372093023256
22699	28991	1542	552	0.21794871794871795
16806	31396	547	317	0.36666666666666664
14023	13242	792	448	0.25
17768	17800	394	394	0.850253807106599
8996	7158	435	258	0.25333333333333335
15681	15889	1510	521	0.36363636363636365
3326	34802	643	478	0.29310344827586204
14789	15259	521	504	0.2647058823529412
3440	6566	243	575	0.375
27086	21646	475	477	0.28
30959	6589	507	528	0.2596685082872928
9009	339	1241	505	0.2608695652173913
10350	26667	551	1331	0.28888888888888886
31175	31290	347	1325	0.3333333333333333
13071	18824	454	259	0.25396825396825395
21048	18704	656	643	0.6251993620414673
3877	5862	1323	555	0.29411764705882354
15218	35071	479	389	0.35294117647058826
2444	11473	508	558	0.23255813953488372
27386	11520	490	345	0.2727272727272727
2381	26017	503	536	0.5
32465	12210	520	219	0.17277486910994763
18970	2455	740	1496	0.2
607	19555	291	553	0.23404255319148937
7032	21957	1128	641	0.28205128205128205
18649	29776	519	851	0.2631578947368421
34361	32369	722	278	0.2087378640776699
8794	33044	1227	481	0.22916666666666666
30672	17880	547	190	0.2727272727272727
12636	7382	330	1511	0.27586206896551724
21671	10649	454	461	0.29577464788732394
30075	16860	553	1366	0.32727272727272727
12202	923	500	820	0.3076923076923077
22092	19334	858	479	0.2553191489361702
12659	11501	519	499	0.375
26574	28029	525	505	0.25925925925925924
33769	21491	595	251	0.2815533980582524
5684	26269	501	507	0.7495069033530573
6251	12109	533	523	0.23809523809523808
9215	31290	498	1325	0.34782608695652173
21207	16256	292	521	0.26153846153846155
447	17090	1284	1288	0.881578947368421
25137	15435	556	554	0.24444444444444444
29277	17497	511	244	0.32
21602	19788	515	338	0.3448275862068966
749	17141	228	731	0.2222222222222222
23563	15486	1490	1320	0.23601973684210525
4071	7747	522	1395	0.21212121212121213
30500	20106	512	1195	0.27941176470588236
10467	26569	656	501	0.24444444444444444
32933	20380	778	532	0.2275449101796407
7694	19335	580	508	0.2619047619047619
24087	14473	292	396	0.2571428571428571
14360	8753	505	1535	0.30357142857142855
31338	10039	541	716	0.24761904761904763
29817	24485	270	1348	0.2206896551724138
27252	30856	577	607	0.21774193548387097
14313	16217	505	556	0.2692307692307692
5365	34439	1404	255	0.35294117647058826
29278	34614	529	460	0.25
23709	5118	600	355	0.4375
7353	4047	277	797	0.3333333333333333
33127	13248	352	504	0.2857142857142857
9820	10783	1207	1312	0.7016317016317016
21503	34101	529	487	0.23214285714285715
28956	7617	387	1373	0.3225806451612903
13461	32035	223	398	0.32786885245901637
5959	33447	522	1456	0.391304347826087
29195	3646	271	547	0.30303030303030304
29716	8647	528	1275	0.2682926829268293
33636	27225	1048	520	0.24528301886792453
29936	3783	753	503	0.22666666666666666
30302	20196	508	843	0.1958762886597938
1426	25948	341	1333	0.3076923076923077
16676	197	391	794	0.23575129533678757
14280	4786	505	1246	0.25263157894736843
2968	27767	523	571	0.23809523809523808
22579	4178	276	1326	0.4583333333333333
3948	4523	302	556	0.4117647058823529
30937	2079	466	730	0.20600858369098712
18814	26795	488	532	0.23469387755102042
11795	8875	512	1524	0.36363636363636365
27548	24540	836	420	0.26666666666666666
25066	29395	581	465	0.2571428571428571
24739	24618	256	516	0.3076923076923077
5259	8715	222	1211	0.25
22791	7774	658	311	0.42857142857142855
11696	25759	499	414	0.25
34658	8345	277	535	0.375
14594	227	451	1318	0.26229508196721313
1489	19553	522	515	0.2727272727272727
30343	27795	308	1305	0.2857142857142857
34860	24856	283	501	0.2826086956521739
15051	16220	448	1291	0.3181818181818182
30187	22685	259	549	0.26153846153846155
10166	18064	357	378	0.336283185840708
12352	7395	749	613	0.3972602739726027
2111	27475	450	489	0.7819905213270142
1025	15772	388	453	1.0
13505	4409	1316	1333	0.3146417445482866
6612	2200	542	259	0.28
29257	3190	276	514	0.2
16038	2899	362	464	0.21621621621621623
26362	28767	365	570	0.35714285714285715
15357	14238	161	292	0.3181818181818182
3699	9183	533	714	0.3125
33023	18957	400	290	0.21818181818181817
15346	20899	315	621	0.2127659574468085
21015	15525	500	392	0.5913705583756346
19776	9388	1214	331	0.29577464788732394
34160	14486	99	164	0.2537313432835821
27103	19693	559	1296	0.5555555555555556
18032	3994	165	312	0.24074074074074073
11477	27997	891	257	0.5384615384615384
32481	3072	462	384	0.28846153846153844
22571	24979	1442	317	0.2558139534883721
34371	20888	486	499	0.2682926829268293
27284	26755	495	312	0.38095238095238093
9779	19653	708	1247	0.38235294117647056
24671	12050	604	331	0.32
31032	15792	566	447	0.32142857142857145
14768	19709	394	692	0.2916666666666667
9460	30344	811	339	0.3
3776	27045	239	531	0.47368421052631576
27296	34733	513	260	0.25
8787	25455	565	558	0.7759856630824373
15915	16711	94	470	0.578125
13325	21644	454	254	0.7142857142857143
5181	29477	553	460	0.35714285714285715
24318	6059	301	1545	0.37142857142857144
35103	12483	281	231	0.36363636363636365
3377	17593	413	648	0.1875
24718	2591	522	678	0.28
4769	12331	557	349	0.23880597014925373
14222	31417	448	296	0.2857142857142857
13689	21821	190	486	0.35
19869	1004	513	260	0.4166666666666667
13881	12453	536	394	0.2463768115942029
7688	31386	308	894	0.2222222222222222
15898	13402	505	1306	0.18604651162790697
25993	15684	474	305	0.24390243902439024
21077	18550	407	501	0.3333333333333333
24947	30556	492	512	0.23423423423423423
34973	23544	559	539	0.24242424242424243
20212	17141	365	731	0.2857142857142857
23569	33607	1543	790	0.2
32589	30540	255	512	0.2
6462	30768	560	521	0.3023255813953488
20986	13312	353	282	0.27586206896551724
24294	20507	292	469	0.34615384615384615
27127	2996	316	456	0.28846153846153844
14501	9563	452	847	0.8888888888888888
1062	17090	509	1288	0.32142857142857145
27366	19345	477	523	0.3448275862068966
9988	12857	484	294	0.2962962962962963
21618	15074	323	556	0.25
24893	16104	502	505	0.3125
32722	22122	299	560	0.41379310344827586
16864	32022	243	469	0.22641509433962265
32151	30200	417	277	0.4
11025	23080	408	387	0.3076923076923077
11092	9172	527	331	0.2777777777777778
32002	12061	512	383	0.2909090909090909
3849	34337	567	738	0.35714285714285715
2216	4871	1125	1558	0.391304347826087
3179	418	873	519	0.3333333333333333
27026	9010	1632	1218	0.2765957446808511
15167	4454	332	470	0.3448275862068966
9897	599	535	311	0.24
14334	33143	362	1451	0.2807017543859649
29885	24458	475	1273	0.24390243902439024
3961	31667	1264	735	0.3170731707317073
31972	1030	511	824	0.2621359223300971
433	34879	487	354	0.18681318681318682
26957	776	413	224	0.23728813559322035
1096	34695	556	785	0.2727272727272727
18005	35110	453	652	0.2
18788	1123	547	607	0.2235294117647059
32913	28218	770	320	0.4117647058823529
11748	7013	345	1248	0.23376623376623376
6312	34366	1294	530	0.3684210526315789
9758	15792	570	447	0.22727272727272727
12578	34501	443	309	0.3333333333333333
16542	23228	165	1322	0.22058823529411764
17519	26011	411	277	0.2857142857142857
5178	24448	373	366	0.6666666666666666
26609	30080	454	536	0.6365638766519823
15938	14801	362	479	0.6666666666666666
19659	5283	570	713	0.26865671641791045
2076	6127	522	348	0.22580645161290322
26560	24855	282	293	0.23076923076923078
24718	31195	522	703	0.3939393939393939
3677	619	361	394	0.4166666666666667
11231	5418	466	364	0.7142857142857143
32758	28436	526	735	0.5
21710	6249	618	523	0.2631578947368421
34613	2788	273	433	0.2894736842105263
15057	13855	478	518	0.5333333333333333
31162	17766	797	1508	0.36363636363636365
3051	4872	356	561	0.38461538461538464
18374	2156	327	1532	0.24561403508771928
11754	20610	547	1517	0.35714285714285715
1026	13576	260	365	0.23333333333333334
9449	26102	701	552	0.2830188679245283
5042	19613	495	579	0.4
10646	15759	373	160	0.3
25503	21740	625	1314	0.3939393939393939
25155	9171	364	536	0.42857142857142855
5139	32819	404	531	0.37209302325581395
22666	3519	998	349	0.5
6401	28645	487	694	0.2857142857142857
15213	4981	519	1278	0.3333333333333333
22321	25998	532	546	0.3111111111111111
21389	1941	362	1406	0.21794871794871795
17912	29527	502	487	0.3
32152	14951	1331	452	0.2916666666666667
23318	24603	281	221	0.3235294117647059
28301	12172	538	737	0.36024844720496896
24908	5616	381	260	0.23076923076923078
19357	16151	557	292	0.2553191489361702
4817	5376	628	545	0.2857142857142857
17561	10107	1320	298	0.2840909090909091
24903	10110	482	297	0.3684210526315789
25534	20753	255	1273	0.42857142857142855
23638	6982	440	788	0.23376623376623376
5997	340	338	627	0.2972972972972973
20202	29146	1228	878	0.39285714285714285
23587	17679	508	1508	0.27450980392156865
6699	8683	410	1271	0.32432432432432434
5721	12280	423	321	0.4
28244	29415	413	248	0.2857142857142857
33583	26741	1452	579	0.2112676056338028
6769	1721	507	549	0.25925925925925924
5873	23194	596	516	0.3235294117647059
6099	21261	315	1277	0.26666666666666666
25246	808	519	505	0.25
19126	27119	466	1129	0.21935483870967742
25414	5550	345	463	0.2972972972972973
15908	34151	546	807	0.48148148148148145
11113	24951	312	592	0.25
11108	9099	621	667	0.29545454545454547
17623	19734	505	1284	0.28421052631578947
17590	32317	165	420	0.6
9563	4146	847	1278	0.30357142857142855
10958	28486	537	418	0.32142857142857145
18085	27597	1509	534	0.3939393939393939
19644	31734	263	499	0.22413793103448276
5041	23666	415	537	0.28
16495	16160	220	292	0.8
32492	12815	493	505	0.23809523809523808
30006	7010	550	1292	0.20270270270270271
8879	19966	258	549	0.3548387096774194
443	25932	192	339	0.1686746987951807
21772	24896	512	502	0.22641509433962265
21596	28850	256	500	0.47619047619047616
21937	28220	1280	414	0.2876712328767123
8921	19689	850	1226	0.3333333333333333
21015	13163	500	223	0.3016759776536313
31392	20590	543	1264	0.36363636363636365
11641	26099	498	975	0.35294117647058826
20915	19100	436	455	0.3333333333333333
32178	15887	438	1320	0.34210526315789475
21357	24645	356	1323	0.2727272727272727
18369	25751	396	1402	0.2978723404255319
23921	7463	258	847	0.3148148148148148
13094	11791	314	513	0.2653061224489796
1763	30252	503	620	0.4166666666666667
13739	28734	232	345	0.25806451612903225
19092	4532	1279	487	0.35
26813	32722	375	299	0.5
9121	19846	1306	1335	0.843000773395205
15861	16559	1508	1509	0.9204244031830239
10101	27730	261	334	0.2647058823529412
24706	4847	354	466	0.21052631578947367
29430	31407	211	620	0.22340425531914893
26267	35020	375	501	0.2972972972972973
33201	27413	800	1314	0.34285714285714286
2409	23562	456	1532	0.34
5569	7167	421	1336	0.25862068965517243
