accession	protein_names	gene_names	organism	cluster	n_substrates	mean_tanimoto	median_tanimoto	std_tanimoto	min_tanimoto	max_tanimoto
B4G2I8	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GL23598	Drosophila persimilis (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
B4HFB7	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GM23589	Drosophila sechellia (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
B4JTF5	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GH23852	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
B4K4M0	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GI24573	Drosophila mojavensis (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
B4LZT9	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GJ22641	Drosophila virilis (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
B4NJP3	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GK12833	Drosophila willistoni (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
B4PN49	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GE23980	Drosophila yakuba (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
B4R1D8	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh GD18403	Drosophila simulans (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F1LP42	Hedgehog protein	Ihh	Rattus norvegicus (Rat)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F1MM97	Hedgehog protein	SHH	Bos taurus (Bovine)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F1SHU9	Hedgehog protein	SHH	Sus scrofa (Pig)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F1SRW6	Hedgehog protein	IHH	Sus scrofa (Pig)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F6TJJ6	Hedgehog protein	SHH	Equus caballus (Horse)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F6UP64	Hedgehog protein	SHH	Callithrix jacchus (White-tufted-ear marmoset) (Simia Jacchus)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F6XEQ0	Hedgehog protein	IHH	Monodelphis domestica (Gray short-tailed opossum)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
F7ER08	Hedgehog protein	SHH	Monodelphis domestica (Gray short-tailed opossum)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G1N0B0	Hedgehog protein	SHH	Meleagris gallopavo (Wild turkey)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G1PIE3	Hedgehog protein	IHH	Myotis lucifugus (Little brown bat)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G1RZL5	Hedgehog protein	SHH	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G1TCI1	Hedgehog protein	SHH	Oryctolagus cuniculus (Rabbit)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G1U6S4	Hedgehog protein	IHH	Oryctolagus cuniculus (Rabbit)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G3TYU1	Hedgehog protein	IHH	Loxodonta africana (African elephant)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G3V6T0	Hedgehog protein	Shh	Rattus norvegicus (Rat)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G3WN12	Hedgehog protein	IHH	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G3WSF2	Hedgehog protein	SHH	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
G5AKL0	Hedgehog protein	Ihh GW7_07290	Heterocephalus glaber (Naked mole rat)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
H0VV63	Hedgehog protein	SHH	Cavia porcellus (Guinea pig)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
H0XAI6	Hedgehog protein	IHH	Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
H2PP55	Hedgehog protein	SHH CR201_G0035719	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
I3MSV6	Sonic hedgehog protein	SHH	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
I3NAG7	Indian hedgehog signaling molecule	IHH	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
P56674	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh	Drosophila hydei (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
P97812	Indian hedgehog protein (IHH) (EC 3.1.-.-) (HHG-2) [Cleaved into: Indian hedgehog protein N-product]	Ihh	Mus musculus (Mouse)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q02936	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product (Hh-Np) (N-Hh)]	hh CG4637	Drosophila melanogaster (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q15465	Sonic hedgehog protein (SHH) (EC 3.1.-.-) (HHG-1) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp)]	SHH	Homo sapiens (Human)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q29AA9	Protein hedgehog (EC 3.1.-.-) [Cleaved into: Protein hedgehog N-product]	hh-1 GA18321; hh-2 GA29124	Drosophila pseudoobscura pseudoobscura (Fruit fly)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q62226	Sonic hedgehog protein (SHH) (EC 3.1.-.-) (HHG-1) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp) (Sonic hedgehog protein 19 kDa product)]	Shh Hhg1	Mus musculus (Mouse)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q63673	Sonic hedgehog protein (SHH) (EC 3.1.-.-) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp)]	Shh Vhh-1	Rattus norvegicus (Rat)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q6BCD0	Hedgehog protein	Shh	Meriones unguiculatus (Mongolian jird) (Gerbillus unguiculatus)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q80XI9	Hedgehog protein	Ihh	Mus musculus (Mouse)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q8C765	Hedgehog protein	Shh	Mus musculus (Mouse)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q90385	Sonic hedgehog protein (SHH) (EC 3.1.-.-) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp)]	SHH	Cynops pyrrhogaster (Japanese fire-bellied newt) (Molge pyrrhogaster)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q91035	Sonic hedgehog protein (SHH) (EC 3.1.-.-) (Shh unprocessed N-terminal signaling and C-terminal autoprocessing domains) (ShhNC) [Cleaved into: Sonic hedgehog protein N-product (ShhN) (Shh N-terminal processed signaling domains) (ShhNp)]	SHH	Gallus gallus (Chicken)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q98862	Indian hedgehog B protein (IHHB) (EC 3.1.-.-) (Echidna hedgehog protein) (EHH) [Cleaved into: Indian hedgehog B protein N-product]	ihhb ehh ihh	Danio rerio (Zebrafish) (Brachydanio rerio)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
Q98938	Indian hedgehog protein (IHH) (EC 3.1.-.-) [Cleaved into: Indian hedgehog protein N-product]	IHH	Gallus gallus (Chicken)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
U3IHX4	Sonic hedgehog protein	SHH	Anas platyrhynchos platyrhynchos (Northern mallard)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
W5KLY9	Hedgehog protein		Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	0	2	0.6567	0.6567	0.0	0.6567	0.6567
O46421	Liver carboxylesterase 1 (EC 3.1.1.1) (Cholesteryl ester hydrolase) (CEH) (EC 3.1.1.13)	CES1	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	1	3	0.6763	0.7027	0.0424	0.6164	0.7097
P23141	Liver carboxylesterase 1 (Acyl-coenzyme A:cholesterol acyltransferase) (ACAT) (Brain carboxylesterase hBr1) (Carboxylesterase 1) (CE-1) (hCE-1) (EC 3.1.1.1) (Cholesteryl ester hydrolase) (CEH) (EC 3.1.1.13) (Cocaine carboxylesterase) (Egasyn) (HMSE) (Methylumbelliferyl-acetate deacetylase 1) (EC 3.1.1.56) (Monocyte/macrophage serine esterase) (Retinyl ester hydrolase) (REH) (Serine esterase 1) (Triacylglycerol hydrolase) (TGH)	CES1 CES2 SES1	Homo sapiens (Human)	1	3	0.6763	0.7027	0.0424	0.6164	0.7097
Q8VCC2	Liver carboxylesterase 1 (EC 3.1.1.1) (Acyl-coenzyme A:cholesterol acyltransferase) (Carboxylesterase 1G) (Cholesteryl ester hydrolase) (CEH) (EC 3.1.1.13) (ES-x)	Ces1 Ces1g	Mus musculus (Mouse)	1	3	0.6763	0.7027	0.0424	0.6164	0.7097
A0A084VP42	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	ZHAS_00007428	Anopheles sinensis (Mosquito)	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182JGV2	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles atroparvus (European mosquito)	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182JNW4	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles christyi	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182LXH7	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles culicifacies	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182NE43	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles dirus	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182PJ65	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles epiroticus	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182SFK8	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles maculatus	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182W9P8	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles minimus	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A182YGV1	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)		Anopheles stephensi (Indo-Pakistan malaria mosquito)	1	3	0.423	0.1793	0.3536	0.1667	0.9231
Q7Q3K1	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	1278036 AgaP_AGAP007921	Anopheles gambiae (African malaria mosquito)	1	3	0.423	0.1793	0.3536	0.1667	0.9231
A0A087RH11	Carboxylic ester hydrolase (EC 3.1.1.-)	AS27_01634	Aptenodytes forsteri (Emperor penguin)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A087V3L8	Carboxylic ester hydrolase (EC 3.1.1.-)	N312_03240	Balearica regulorum gibbericeps (East African grey crowned-crane)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091FW75	Carboxylic ester hydrolase (EC 3.1.1.-)	N302_13106	Corvus brachyrhynchos (American crow)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091GME4	Carboxylic ester hydrolase (EC 3.1.1.-)	N303_06158	Cuculus canorus (Common cuckoo)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091GVL2	Carboxylic ester hydrolase (EC 3.1.1.-)	N320_04860	Buceros rhinoceros silvestris	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091I7X7	Carboxylic ester hydrolase (EC 3.1.1.-)	N300_08823	Calypte anna (Anna's hummingbird) (Archilochus anna)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091LE99	Carboxylic ester hydrolase (EC 3.1.1.-)	N324_04815	Chlamydotis macqueenii (Macqueen's bustard)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091RPY7	Carboxylic ester hydrolase (EC 3.1.1.-)	N332_12213	Mesitornis unicolor (brown roatelo)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091URF7	Carboxylic ester hydrolase (EC 3.1.1.-)	Y956_02098	Nipponia nippon (Crested ibis) (Ibis nippon)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A091VA85	Carboxylic ester hydrolase (EC 3.1.1.-)	N306_14746	Opisthocomus hoazin (Hoatzin) (Phasianus hoazin)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093BNC2	Carboxylic ester hydrolase (EC 3.1.1.-)	N339_11621	Pterocles gutturalis (yellow-throated sandgrouse)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093F655	Carboxylic ester hydrolase (EC 3.1.1.-)	N341_05454	Tyto alba (Barn owl)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093FSB3	Carboxylic ester hydrolase (EC 3.1.1.-)	N328_02247	Gavia stellata (Red-throated diver) (Colymbus stellatus)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093G4T2	Carboxylic ester hydrolase (EC 3.1.1.-)	N307_02504	Dryobates pubescens (Downy woodpecker) (Picoides pubescens)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093H9U1	Carboxylic ester hydrolase (EC 3.1.1.-)	N308_09252	Struthio camelus australis	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093IS34	Carboxylic ester hydrolase (EC 3.1.1.-)	N326_06781	Eurypyga helias (Sunbittern) (Ardea helias)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093NLW9	Carboxylic ester hydrolase (EC 3.1.1.-)	AS28_01128	Pygoscelis adeliae (Adelie penguin)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A093QI07	Carboxylic ester hydrolase (EC 3.1.1.-)	N305_12801	Manacus vitellinus (golden-collared manakin)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A094MUR0	Carboxylic ester hydrolase (EC 3.1.1.-)	N338_12422	Podiceps cristatus (Great crested grebe)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A099Z263	Carboxylic ester hydrolase (EC 3.1.1.-)	N309_07501	Tinamus guttatus (White-throated tinamou)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A0A0AZW3	Carboxylic ester hydrolase (EC 3.1.1.-)	N301_12434	Charadrius vociferus (Killdeer) (Aegialitis vocifera)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A0Q3TRU3	Carboxylic ester hydrolase (EC 3.1.1.-)	AAES_60371	Amazona aestiva (Blue-fronted Amazon parrot)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A151MG34	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL Y1Q_0005733	Alligator mississippiensis (American alligator)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A1S3A1Q9	Carboxylic ester hydrolase (EC 3.1.1.-)	LOC103117771	Erinaceus europaeus (Western European hedgehog)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A1U7RVB9	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Alligator sinensis (Chinese alligator)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A218V5X5	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL RLOC_00010353	Lonchura striata (white-rumped munia)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A226NMU4	Carboxylic ester hydrolase (EC 3.1.1.-)	ASZ78_009551	Callipepla squamata (Scaled quail)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A2G9QJQ8	Carboxylic ester hydrolase (EC 3.1.1.-)	AB205_0074900	Aquarana catesbeiana (American bullfrog) (Rana catesbeiana)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A2I0M3T9	Carboxylic ester hydrolase (EC 3.1.1.-)	A306_00005967	Columba livia (Rock dove)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A2I0TSD2	Carboxylic ester hydrolase (EC 3.1.1.-)	llap_12981	Limosa lapponica baueri	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A3B5PRM7	Carboxylic ester hydrolase (EC 3.1.1.-)		Xiphophorus maculatus (Southern platyfish) (Platypoecilus maculatus)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A3L8SDL4	Carboxylic ester hydrolase (EC 3.1.1.-)	DV515_00008781	Chloebia gouldiae (Gouldian finch) (Erythrura gouldiae)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A3M0IXP1	Carboxylic ester hydrolase (EC 3.1.1.-)	DUI87_30080	Hirundo rustica rustica	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A3M0JF78	Carboxylic ester hydrolase (EC 3.1.1.-)	DUI87_30081	Hirundo rustica rustica	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A401NGZ3	Carboxylic ester hydrolase (EC 3.1.1.-)	scyTo_0006837	Scyliorhinus torazame (Cloudy catshark) (Catulus torazame)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A452INI6	Carboxylic ester hydrolase (EC 3.1.1.-)		Gopherus agassizii (Agassiz's desert tortoise)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A4W3IXU2	Carboxylic ester hydrolase (EC 3.1.1.-)	cel.2	Callorhinchus milii (Ghost shark)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A5E4BKY1	Carboxylic ester hydrolase (EC 3.1.1.-)	MONAX_5E035108	Marmota monax (Woodchuck)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A5F8GHH0	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Monodelphis domestica (Gray short-tailed opossum)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A5F8GR52	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Monodelphis domestica (Gray short-tailed opossum)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A5F8HEA3	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Monodelphis domestica (Gray short-tailed opossum)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A663F934	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Aquila chrysaetos chrysaetos	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A663N000	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Athene cunicularia (Burrowing owl) (Speotyto cunicularia)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A670KE78	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Podarcis muralis (Wall lizard) (Lacerta muralis)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A670KHA5	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Podarcis muralis (Wall lizard) (Lacerta muralis)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A670YCS2	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Pseudonaja textilis (Eastern brown snake)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A670YHA8	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Pseudonaja textilis (Eastern brown snake)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A670YJY3	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Pseudonaja textilis (Eastern brown snake)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A672UER1	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Strigops habroptila (Kakapo)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A672UFC8	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Strigops habroptila (Kakapo)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A674K6R8	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Terrapene triunguis (Three-toed box turtle)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A674K7T4	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Terrapene triunguis (Three-toed box turtle)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A674KB69	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Terrapene triunguis (Three-toed box turtle)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6I8MXN7	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Ornithorhynchus anatinus (Duckbill platypus)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6I8Q5K7	Carboxylic ester hydrolase (EC 3.1.1.-)	LOC100492444 cel.2	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6J1VIT4	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Notechis scutatus (mainland tiger snake)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6J3E2P1	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Aythya fuligula (Tufted duck) (Anas fuligula)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6J3HHP3	Carboxylic ester hydrolase (EC 3.1.1.-)	LOC116548015	Sapajus apella (Brown-capped capuchin) (Cebus apella)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6P5JTU6	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Phascolarctos cinereus (Koala)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6P7YF04	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Microcaecilia unicolor	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6P8SDX7	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A6P9AUP5	Carboxylic ester hydrolase (EC 3.1.1.-)	CEL	Pantherophis guttatus (Corn snake) (Elaphe guttata)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7J7UN10	Carboxylic ester hydrolase (EC 3.1.1.-)	mMyoMyo1_002626	Myotis myotis (Greater mouse-eared bat) (Vespertilio myotis)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4JUC9	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel GEOCAL_R03723	Geococcyx californianus (Greater roadrunner) (Saurothera californiana)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4K9V0	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel CRYSOU_R00114	Crypturellus soui	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4LAL9	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel CRYUND_R03992	Crypturellus undulatus	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4PG20	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel_0 MELMEL_R11695	Melospiza melodia (Song sparrow) (Fringilla melodia)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4PGH1	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel_1 MELMEL_R11696	Melospiza melodia (Song sparrow) (Fringilla melodia)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4T3N7	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel BURBIS_R13932	Burhinus bistriatus	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4XEY1	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel REGSAT_R08524	Regulus satrapa (Golden-crowned kinglet)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4YWT8	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel BUCABY_R04777	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	1	3	0.3612	0.2812	0.1846	0.186	0.6164
A0A7K4ZTK3	Carboxylic ester hydrolase (EC 3.1.1.-)	Cel CENUNI_R00317	Centropus unirufus	1	3	0.3612	0.2812	0.1846	0.186	0.6164
